,ord,cls,desc,pounds,size,type
7549,"⌨,️",Basic_Emoji,keyboard,3.2  [1] (⌨️),2,sequence
7550,"⏏,️",Basic_Emoji,eject_button,4.0  [1] (⏏️),2,sequence
7551,"⏭,️",Basic_Emoji,next_track_button,6.0  [1] (⏭️),2,sequence
7552,"⏮,️",Basic_Emoji,last_track_button,6.0  [1] (⏮️),2,sequence
7553,"⏯,️",Basic_Emoji,play_or_pause_button,6.0  [1] (⏯️),2,sequence
7554,"⏱,️",Basic_Emoji,stopwatch,6.0  [1] (⏱️),2,sequence
7555,"⏲,️",Basic_Emoji,timer_clock,6.0  [1] (⏲️),2,sequence
7556,"⏸,️",Basic_Emoji,pause_button,7.0  [1] (⏸️),2,sequence
7557,"⏹,️",Basic_Emoji,stop_button,7.0  [1] (⏹️),2,sequence
7558,"⏺,️",Basic_Emoji,record_button,7.0  [1] (⏺️),2,sequence
7559,"Ⓜ,️",Basic_Emoji,circled_m,3.2  [1] (Ⓜ️),2,sequence
7560,"▪,️",Basic_Emoji,black_small_square,3.2  [1] (▪️),2,sequence
7561,"▫,️",Basic_Emoji,white_small_square,3.2  [1] (▫️),2,sequence
7562,"▶,️",Basic_Emoji,play_button,3.2  [1] (▶️),2,sequence
7563,"◀,️",Basic_Emoji,reverse_button,3.2  [1] (◀️),2,sequence
7564,"◻,️",Basic_Emoji,white_medium_square,3.2  [1] (◻️),2,sequence
7565,"◼,️",Basic_Emoji,black_medium_square,3.2  [1] (◼️),2,sequence
7566,"☀,️",Basic_Emoji,sun,3.2  [1] (☀️),2,sequence
7567,"☁,️",Basic_Emoji,cloud,3.2  [1] (☁️),2,sequence
7568,"☂,️",Basic_Emoji,umbrella,3.2  [1] (☂️),2,sequence
7569,"☃,️",Basic_Emoji,snowman,3.2  [1] (☃️),2,sequence
7570,"☄,️",Basic_Emoji,comet,3.2  [1] (☄️),2,sequence
7571,"☎,️",Basic_Emoji,telephone,3.2  [1] (☎️),2,sequence
7572,"☑,️",Basic_Emoji,check_box_with_check,3.2  [1] (☑️),2,sequence
7573,"☘,️",Basic_Emoji,shamrock,4.1  [1] (☘️),2,sequence
7574,"☝,️",Basic_Emoji,index_pointing_up,3.2  [1] (☝️),2,sequence
7575,"☠,️",Basic_Emoji,skull_and_crossbones,3.2  [1] (☠️),2,sequence
7576,"☢,️",Basic_Emoji,radioactive,3.2  [1] (☢️),2,sequence
7577,"☣,️",Basic_Emoji,biohazard,3.2  [1] (☣️),2,sequence
7578,"☦,️",Basic_Emoji,orthodox_cross,3.2  [1] (☦️),2,sequence
7579,"☪,️",Basic_Emoji,star_and_crescent,3.2  [1] (☪️),2,sequence
7580,"☮,️",Basic_Emoji,peace_symbol,3.2  [1] (☮️),2,sequence
7581,"☯,️",Basic_Emoji,yin_yang,3.2  [1] (☯️),2,sequence
7582,"☸,️",Basic_Emoji,wheel_of_dharma,3.2  [1] (☸️),2,sequence
7583,"☹,️",Basic_Emoji,frowning_face,3.2  [1] (☹️),2,sequence
7584,"☺,️",Basic_Emoji,smiling_face,3.2  [1] (☺️),2,sequence
7585,"♀,️",Basic_Emoji,female_sign,3.2  [1] (♀️),2,sequence
7586,"♂,️",Basic_Emoji,male_sign,3.2  [1] (♂️),2,sequence
7587,"♟,️",Basic_Emoji,chess_pawn,3.2  [1] (♟️),2,sequence
7588,"♠,️",Basic_Emoji,spade_suit,3.2  [1] (♠️),2,sequence
7589,"♣,️",Basic_Emoji,club_suit,3.2  [1] (♣️),2,sequence
7590,"♥,️",Basic_Emoji,heart_suit,3.2  [1] (♥️),2,sequence
7591,"♦,️",Basic_Emoji,diamond_suit,3.2  [1] (♦️),2,sequence
7592,"♨,️",Basic_Emoji,hot_springs,3.2  [1] (♨️),2,sequence
7593,"♻,️",Basic_Emoji,recycling_symbol,3.2  [1] (♻️),2,sequence
7594,"♾,️",Basic_Emoji,infinity,4.1  [1] (♾️),2,sequence
7595,"⚒,️",Basic_Emoji,hammer_and_pick,4.1  [1] (⚒️),2,sequence
7596,"⚔,️",Basic_Emoji,crossed_swords,4.1  [1] (⚔️),2,sequence
7597,"⚕,️",Basic_Emoji,medical_symbol,4.1  [1] (⚕️),2,sequence
7598,"⚖,️",Basic_Emoji,balance_scale,4.1  [1] (⚖️),2,sequence
7599,"⚗,️",Basic_Emoji,alembic,4.1  [1] (⚗️),2,sequence
7600,"⚙,️",Basic_Emoji,gear,4.1  [1] (⚙️),2,sequence
7601,"⚛,️",Basic_Emoji,atom_symbol,4.1  [1] (⚛️),2,sequence
7602,"⚜,️",Basic_Emoji,fleur_de_lis,4.1  [1] (⚜️),2,sequence
7603,"⚠,️",Basic_Emoji,warning,4.0  [1] (⚠️),2,sequence
7604,"⚰,️",Basic_Emoji,coffin,4.1  [1] (⚰️),2,sequence
7605,"⚱,️",Basic_Emoji,funeral_urn,4.1  [1] (⚱️),2,sequence
7606,"⛈,️",Basic_Emoji,cloud_with_lightning_and_rain,5.2  [1] (⛈️),2,sequence
7607,"⛏,️",Basic_Emoji,pick,5.2  [1] (⛏️),2,sequence
7608,"⛑,️",Basic_Emoji,rescue_worker_s_helmet,5.2  [1] (⛑️),2,sequence
7609,"⛓,️",Basic_Emoji,chains,5.2  [1] (⛓️),2,sequence
7610,"⛩,️",Basic_Emoji,shinto_shrine,5.2  [1] (⛩️),2,sequence
7611,"⛰,️",Basic_Emoji,mountain,5.2  [1] (⛰️),2,sequence
7612,"⛱,️",Basic_Emoji,umbrella_on_ground,5.2  [1] (⛱️),2,sequence
7613,"⛴,️",Basic_Emoji,ferry,5.2  [1] (⛴️),2,sequence
7614,"⛷,️",Basic_Emoji,skier,5.2  [1] (⛷️),2,sequence
7615,"⛸,️",Basic_Emoji,ice_skate,5.2  [1] (⛸️),2,sequence
7616,"⛹,️",Basic_Emoji,person_bouncing_ball,5.2  [1] (⛹️),2,sequence
7617,"✂,️",Basic_Emoji,scissors,3.2  [1] (✂️),2,sequence
7618,"✈,️",Basic_Emoji,airplane,3.2  [1] (✈️),2,sequence
7619,"✉,️",Basic_Emoji,envelope,3.2  [1] (✉️),2,sequence
7620,"✌,️",Basic_Emoji,victory_hand,3.2  [1] (✌️),2,sequence
7621,"✍,️",Basic_Emoji,writing_hand,3.2  [1] (✍️),2,sequence
7622,"✏,️",Basic_Emoji,pencil,3.2  [1] (✏️),2,sequence
7623,"✒,️",Basic_Emoji,black_nib,3.2  [1] (✒️),2,sequence
7624,"✔,️",Basic_Emoji,check_mark,3.2  [1] (✔️),2,sequence
7625,"✖,️",Basic_Emoji,multiplication_sign,3.2  [1] (✖️),2,sequence
7626,"✝,️",Basic_Emoji,latin_cross,3.2  [1] (✝️),2,sequence
7627,"✡,️",Basic_Emoji,star_of_david,3.2  [1] (✡️),2,sequence
7628,"✳,️",Basic_Emoji,eight_spoked_asterisk,3.2  [1] (✳️),2,sequence
7629,"✴,️",Basic_Emoji,eight_pointed_star,3.2  [1] (✴️),2,sequence
7630,"❄,️",Basic_Emoji,snowflake,3.2  [1] (❄️),2,sequence
7631,"❇,️",Basic_Emoji,sparkle,3.2  [1] (❇️),2,sequence
7632,"❣,️",Basic_Emoji,heart_exclamation,3.2  [1] (❣️),2,sequence
7633,"❤,️",Basic_Emoji,red_heart,3.2  [1] (❤️),2,sequence
7634,"➡,️",Basic_Emoji,right_arrow,3.2  [1] (➡️),2,sequence
7635,"⤴,️",Basic_Emoji,right_arrow_curving_up,3.2  [1] (⤴️),2,sequence
7636,"⤵,️",Basic_Emoji,right_arrow_curving_down,3.2  [1] (⤵️),2,sequence
7637,"⬅,️",Basic_Emoji,left_arrow,4.0  [1] (⬅️),2,sequence
7638,"⬆,️",Basic_Emoji,up_arrow,4.0  [1] (⬆️),2,sequence
7639,"⬇,️",Basic_Emoji,down_arrow,4.0  [1] (⬇️),2,sequence
7640,"〰,️",Basic_Emoji,wavy_dash,3.2  [1] (〰️),2,sequence
7641,"〽,️",Basic_Emoji,part_alternation_mark,3.2  [1] (〽️),2,sequence
7642,"㊗,️",Basic_Emoji,japanese_congratulations_button,3.2  [1] (㊗️),2,sequence
7643,"㊙,️",Basic_Emoji,japanese_secret_button,3.2  [1] (㊙️),2,sequence
7644,"🅰,️",Basic_Emoji,a_button_blood_type_,6.0  [1] (🅰️),2,sequence
7645,"🅱,️",Basic_Emoji,b_button_blood_type_,6.0  [1] (🅱️),2,sequence
7646,"🅾,️",Basic_Emoji,o_button_blood_type_,6.0  [1] (🅾️),2,sequence
7647,"🅿,️",Basic_Emoji,p_button,5.2  [1] (🅿️),2,sequence
7648,"🈂,️",Basic_Emoji,japanese_service_charge_button,6.0  [1] (🈂️),2,sequence
7649,"🈷,️",Basic_Emoji,japanese_monthly_amount_button,6.0  [1] (🈷️),2,sequence
7650,"🌡,️",Basic_Emoji,thermometer,7.0  [1] (🌡️),2,sequence
7651,"🌤,️",Basic_Emoji,sun_behind_small_cloud,7.0  [1] (🌤️),2,sequence
7652,"🌥,️",Basic_Emoji,sun_behind_large_cloud,7.0  [1] (🌥️),2,sequence
7653,"🌦,️",Basic_Emoji,sun_behind_rain_cloud,7.0  [1] (🌦️),2,sequence
7654,"🌧,️",Basic_Emoji,cloud_with_rain,7.0  [1] (🌧️),2,sequence
7655,"🌨,️",Basic_Emoji,cloud_with_snow,7.0  [1] (🌨️),2,sequence
7656,"🌩,️",Basic_Emoji,cloud_with_lightning,7.0  [1] (🌩️),2,sequence
7657,"🌪,️",Basic_Emoji,tornado,7.0  [1] (🌪️),2,sequence
7658,"🌫,️",Basic_Emoji,fog,7.0  [1] (🌫️),2,sequence
7659,"🌬,️",Basic_Emoji,wind_face,7.0  [1] (🌬️),2,sequence
7660,"🌶,️",Basic_Emoji,hot_pepper,7.0  [1] (🌶️),2,sequence
7661,"🍽,️",Basic_Emoji,fork_and_knife_with_plate,7.0  [1] (🍽️),2,sequence
7662,"🎖,️",Basic_Emoji,military_medal,7.0  [1] (🎖️),2,sequence
7663,"🎗,️",Basic_Emoji,reminder_ribbon,7.0  [1] (🎗️),2,sequence
7664,"🎙,️",Basic_Emoji,studio_microphone,7.0  [1] (🎙️),2,sequence
7665,"🎚,️",Basic_Emoji,level_slider,7.0  [1] (🎚️),2,sequence
7666,"🎛,️",Basic_Emoji,control_knobs,7.0  [1] (🎛️),2,sequence
7667,"🎞,️",Basic_Emoji,film_frames,7.0  [1] (🎞️),2,sequence
