,ord,cls,desc,pounds,size,type
2533,2,Emoji_Component,digit_zero_digit_nine_2,1.1 [10] (0️..9️),1,data
2534,3,Emoji_Component,digit_zero_digit_nine_3,1.1 [10] (0️..9️),1,data
2535,4,Emoji_Component,digit_zero_digit_nine_4,1.1 [10] (0️..9️),1,data
2536,5,Emoji_Component,digit_zero_digit_nine_5,1.1 [10] (0️..9️),1,data
2537,6,Emoji_Component,digit_zero_digit_nine_6,1.1 [10] (0️..9️),1,data
2538,7,Emoji_Component,digit_zero_digit_nine_7,1.1 [10] (0️..9️),1,data
2539,8,Emoji_Component,digit_zero_digit_nine_8,1.1 [10] (0️..9️),1,data
2540,9,Emoji_Component,digit_zero_digit_nine_9,1.1 [10] (0️..9️),1,data
2541,‍,Emoji_Component,zero_width_joiner,1.1 [1] (‍),1,data
2542,⃣,Emoji_Component,combining_enclosing_keycap,3.0 [1] (⃣),1,data
2543,️,Emoji_Component,variation_selector_16,3.2 [1] (),1,data
2544,🇦,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_0,6.0 [26] (🇦..🇿),1,data
2545,🇧,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_1,6.0 [26] (🇦..🇿),1,data
2546,🇨,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_2,6.0 [26] (🇦..🇿),1,data
2547,🇩,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_3,6.0 [26] (🇦..🇿),1,data
2548,🇪,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_4,6.0 [26] (🇦..🇿),1,data
2549,🇫,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_5,6.0 [26] (🇦..🇿),1,data
2550,🇬,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_6,6.0 [26] (🇦..🇿),1,data
2551,🇭,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_7,6.0 [26] (🇦..🇿),1,data
2552,🇮,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_8,6.0 [26] (🇦..🇿),1,data
2553,🇯,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_9,6.0 [26] (🇦..🇿),1,data
2554,🇰,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_10,6.0 [26] (🇦..🇿),1,data
2555,🇱,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_11,6.0 [26] (🇦..🇿),1,data
2556,🇲,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_12,6.0 [26] (🇦..🇿),1,data
2557,🇳,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_13,6.0 [26] (🇦..🇿),1,data
2558,🇴,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_14,6.0 [26] (🇦..🇿),1,data
2559,🇵,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_15,6.0 [26] (🇦..🇿),1,data
2560,🇶,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_16,6.0 [26] (🇦..🇿),1,data
2561,🇷,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_17,6.0 [26] (🇦..🇿),1,data
2562,🇸,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_18,6.0 [26] (🇦..🇿),1,data
2563,🇹,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_19,6.0 [26] (🇦..🇿),1,data
2564,🇺,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_20,6.0 [26] (🇦..🇿),1,data
2565,🇻,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_21,6.0 [26] (🇦..🇿),1,data
2566,🇼,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_22,6.0 [26] (🇦..🇿),1,data
2567,🇽,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_23,6.0 [26] (🇦..🇿),1,data
2568,🇾,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_24,6.0 [26] (🇦..🇿),1,data
2569,🇿,Emoji_Component,regional_indicator_symbol_letter_a_regional_indicator_symbol_letter_z_25,6.0 [26] (🇦..🇿),1,data
2570,🏻,Emoji_Component,light_skin_tone_dark_skin_tone_0,8.0 [5] (🏻..🏿),1,data
2571,🏼,Emoji_Component,light_skin_tone_dark_skin_tone_1,8.0 [5] (🏻..🏿),1,data
2572,🏽,Emoji_Component,light_skin_tone_dark_skin_tone_2,8.0 [5] (🏻..🏿),1,data
2573,🏾,Emoji_Component,light_skin_tone_dark_skin_tone_3,8.0 [5] (🏻..🏿),1,data
2574,🏿,Emoji_Component,light_skin_tone_dark_skin_tone_4,8.0 [5] (🏻..🏿),1,data
2575,🦰,Emoji_Component,red_hair_white_hair_0,11.0 [4] (🦰..🦳),1,data
2576,🦱,Emoji_Component,red_hair_white_hair_1,11.0 [4] (🦰..🦳),1,data
2577,🦲,Emoji_Component,red_hair_white_hair_2,11.0 [4] (🦰..🦳),1,data
2578,🦳,Emoji_Component,red_hair_white_hair_3,11.0 [4] (🦰..🦳),1,data
2579,󠀠,Emoji_Component,tag_space_cancel_tag_0,3.1 [96] (󠀠..󠁿),1,data
2580,󠀡,Emoji_Component,tag_space_cancel_tag_1,3.1 [96] (󠀠..󠁿),1,data
2581,󠀢,Emoji_Component,tag_space_cancel_tag_2,3.1 [96] (󠀠..󠁿),1,data
2582,󠀣,Emoji_Component,tag_space_cancel_tag_3,3.1 [96] (󠀠..󠁿),1,data
2583,󠀤,Emoji_Component,tag_space_cancel_tag_4,3.1 [96] (󠀠..󠁿),1,data
2584,󠀥,Emoji_Component,tag_space_cancel_tag_5,3.1 [96] (󠀠..󠁿),1,data
2585,󠀦,Emoji_Component,tag_space_cancel_tag_6,3.1 [96] (󠀠..󠁿),1,data
2586,󠀧,Emoji_Component,tag_space_cancel_tag_7,3.1 [96] (󠀠..󠁿),1,data
2587,󠀨,Emoji_Component,tag_space_cancel_tag_8,3.1 [96] (󠀠..󠁿),1,data
2588,󠀩,Emoji_Component,tag_space_cancel_tag_9,3.1 [96] (󠀠..󠁿),1,data
2589,󠀪,Emoji_Component,tag_space_cancel_tag_10,3.1 [96] (󠀠..󠁿),1,data
2590,󠀫,Emoji_Component,tag_space_cancel_tag_11,3.1 [96] (󠀠..󠁿),1,data
2591,󠀬,Emoji_Component,tag_space_cancel_tag_12,3.1 [96] (󠀠..󠁿),1,data
2592,󠀭,Emoji_Component,tag_space_cancel_tag_13,3.1 [96] (󠀠..󠁿),1,data
2593,󠀮,Emoji_Component,tag_space_cancel_tag_14,3.1 [96] (󠀠..󠁿),1,data
2594,󠀯,Emoji_Component,tag_space_cancel_tag_15,3.1 [96] (󠀠..󠁿),1,data
2595,󠀰,Emoji_Component,tag_space_cancel_tag_16,3.1 [96] (󠀠..󠁿),1,data
2596,󠀱,Emoji_Component,tag_space_cancel_tag_17,3.1 [96] (󠀠..󠁿),1,data
2597,󠀲,Emoji_Component,tag_space_cancel_tag_18,3.1 [96] (󠀠..󠁿),1,data
2598,󠀳,Emoji_Component,tag_space_cancel_tag_19,3.1 [96] (󠀠..󠁿),1,data
2599,󠀴,Emoji_Component,tag_space_cancel_tag_20,3.1 [96] (󠀠..󠁿),1,data
2600,󠀵,Emoji_Component,tag_space_cancel_tag_21,3.1 [96] (󠀠..󠁿),1,data
2601,󠀶,Emoji_Component,tag_space_cancel_tag_22,3.1 [96] (󠀠..󠁿),1,data
2602,󠀷,Emoji_Component,tag_space_cancel_tag_23,3.1 [96] (󠀠..󠁿),1,data
2603,󠀸,Emoji_Component,tag_space_cancel_tag_24,3.1 [96] (󠀠..󠁿),1,data
2604,󠀹,Emoji_Component,tag_space_cancel_tag_25,3.1 [96] (󠀠..󠁿),1,data
2605,󠀺,Emoji_Component,tag_space_cancel_tag_26,3.1 [96] (󠀠..󠁿),1,data
2606,󠀻,Emoji_Component,tag_space_cancel_tag_27,3.1 [96] (󠀠..󠁿),1,data
2607,󠀼,Emoji_Component,tag_space_cancel_tag_28,3.1 [96] (󠀠..󠁿),1,data
2608,󠀽,Emoji_Component,tag_space_cancel_tag_29,3.1 [96] (󠀠..󠁿),1,data
2609,󠀾,Emoji_Component,tag_space_cancel_tag_30,3.1 [96] (󠀠..󠁿),1,data
2610,󠀿,Emoji_Component,tag_space_cancel_tag_31,3.1 [96] (󠀠..󠁿),1,data
2611,󠁀,Emoji_Component,tag_space_cancel_tag_32,3.1 [96] (󠀠..󠁿),1,data
2612,󠁁,Emoji_Component,tag_space_cancel_tag_33,3.1 [96] (󠀠..󠁿),1,data
2613,󠁂,Emoji_Component,tag_space_cancel_tag_34,3.1 [96] (󠀠..󠁿),1,data
2614,󠁃,Emoji_Component,tag_space_cancel_tag_35,3.1 [96] (󠀠..󠁿),1,data
2615,󠁄,Emoji_Component,tag_space_cancel_tag_36,3.1 [96] (󠀠..󠁿),1,data
2616,󠁅,Emoji_Component,tag_space_cancel_tag_37,3.1 [96] (󠀠..󠁿),1,data
2617,󠁆,Emoji_Component,tag_space_cancel_tag_38,3.1 [96] (󠀠..󠁿),1,data
2618,󠁇,Emoji_Component,tag_space_cancel_tag_39,3.1 [96] (󠀠..󠁿),1,data
2619,󠁈,Emoji_Component,tag_space_cancel_tag_40,3.1 [96] (󠀠..󠁿),1,data
2620,󠁉,Emoji_Component,tag_space_cancel_tag_41,3.1 [96] (󠀠..󠁿),1,data
2621,󠁊,Emoji_Component,tag_space_cancel_tag_42,3.1 [96] (󠀠..󠁿),1,data
2622,󠁋,Emoji_Component,tag_space_cancel_tag_43,3.1 [96] (󠀠..󠁿),1,data
2623,󠁌,Emoji_Component,tag_space_cancel_tag_44,3.1 [96] (󠀠..󠁿),1,data
2624,󠁍,Emoji_Component,tag_space_cancel_tag_45,3.1 [96] (󠀠..󠁿),1,data
2625,󠁎,Emoji_Component,tag_space_cancel_tag_46,3.1 [96] (󠀠..󠁿),1,data
2626,󠁏,Emoji_Component,tag_space_cancel_tag_47,3.1 [96] (󠀠..󠁿),1,data
2627,󠁐,Emoji_Component,tag_space_cancel_tag_48,3.1 [96] (󠀠..󠁿),1,data
2628,󠁑,Emoji_Component,tag_space_cancel_tag_49,3.1 [96] (󠀠..󠁿),1,data
2629,󠁒,Emoji_Component,tag_space_cancel_tag_50,3.1 [96] (󠀠..󠁿),1,data
2630,󠁓,Emoji_Component,tag_space_cancel_tag_51,3.1 [96] (󠀠..󠁿),1,data
2631,󠁔,Emoji_Component,tag_space_cancel_tag_52,3.1 [96] (󠀠..󠁿),1,data
2632,󠁕,Emoji_Component,tag_space_cancel_tag_53,3.1 [96] (󠀠..󠁿),1,data
2633,󠁖,Emoji_Component,tag_space_cancel_tag_54,3.1 [96] (󠀠..󠁿),1,data
2634,󠁗,Emoji_Component,tag_space_cancel_tag_55,3.1 [96] (󠀠..󠁿),1,data
2635,󠁘,Emoji_Component,tag_space_cancel_tag_56,3.1 [96] (󠀠..󠁿),1,data
2636,󠁙,Emoji_Component,tag_space_cancel_tag_57,3.1 [96] (󠀠..󠁿),1,data
2637,󠁚,Emoji_Component,tag_space_cancel_tag_58,3.1 [96] (󠀠..󠁿),1,data
2638,󠁛,Emoji_Component,tag_space_cancel_tag_59,3.1 [96] (󠀠..󠁿),1,data
2639,󠁜,Emoji_Component,tag_space_cancel_tag_60,3.1 [96] (󠀠..󠁿),1,data
2640,󠁝,Emoji_Component,tag_space_cancel_tag_61,3.1 [96] (󠀠..󠁿),1,data
2641,󠁞,Emoji_Component,tag_space_cancel_tag_62,3.1 [96] (󠀠..󠁿),1,data
2642,󠁟,Emoji_Component,tag_space_cancel_tag_63,3.1 [96] (󠀠..󠁿),1,data
2643,󠁠,Emoji_Component,tag_space_cancel_tag_64,3.1 [96] (󠀠..󠁿),1,data
2644,󠁡,Emoji_Component,tag_space_cancel_tag_65,3.1 [96] (󠀠..󠁿),1,data
2645,󠁢,Emoji_Component,tag_space_cancel_tag_66,3.1 [96] (󠀠..󠁿),1,data
2646,󠁣,Emoji_Component,tag_space_cancel_tag_67,3.1 [96] (󠀠..󠁿),1,data
2647,󠁤,Emoji_Component,tag_space_cancel_tag_68,3.1 [96] (󠀠..󠁿),1,data
2648,󠁥,Emoji_Component,tag_space_cancel_tag_69,3.1 [96] (󠀠..󠁿),1,data
2649,󠁦,Emoji_Component,tag_space_cancel_tag_70,3.1 [96] (󠀠..󠁿),1,data
2650,󠁧,Emoji_Component,tag_space_cancel_tag_71,3.1 [96] (󠀠..󠁿),1,data
2651,󠁨,Emoji_Component,tag_space_cancel_tag_72,3.1 [96] (󠀠..󠁿),1,data
2652,󠁩,Emoji_Component,tag_space_cancel_tag_73,3.1 [96] (󠀠..󠁿),1,data
2653,󠁪,Emoji_Component,tag_space_cancel_tag_74,3.1 [96] (󠀠..󠁿),1,data
2654,󠁫,Emoji_Component,tag_space_cancel_tag_75,3.1 [96] (󠀠..󠁿),1,data
2655,󠁬,Emoji_Component,tag_space_cancel_tag_76,3.1 [96] (󠀠..󠁿),1,data
2656,󠁭,Emoji_Component,tag_space_cancel_tag_77,3.1 [96] (󠀠..󠁿),1,data
2657,󠁮,Emoji_Component,tag_space_cancel_tag_78,3.1 [96] (󠀠..󠁿),1,data
2658,󠁯,Emoji_Component,tag_space_cancel_tag_79,3.1 [96] (󠀠..󠁿),1,data
2659,󠁰,Emoji_Component,tag_space_cancel_tag_80,3.1 [96] (󠀠..󠁿),1,data
2660,󠁱,Emoji_Component,tag_space_cancel_tag_81,3.1 [96] (󠀠..󠁿),1,data
2661,󠁲,Emoji_Component,tag_space_cancel_tag_82,3.1 [96] (󠀠..󠁿),1,data
2662,󠁳,Emoji_Component,tag_space_cancel_tag_83,3.1 [96] (󠀠..󠁿),1,data
2663,󠁴,Emoji_Component,tag_space_cancel_tag_84,3.1 [96] (󠀠..󠁿),1,data
2664,󠁵,Emoji_Component,tag_space_cancel_tag_85,3.1 [96] (󠀠..󠁿),1,data
2665,󠁶,Emoji_Component,tag_space_cancel_tag_86,3.1 [96] (󠀠..󠁿),1,data
2666,󠁷,Emoji_Component,tag_space_cancel_tag_87,3.1 [96] (󠀠..󠁿),1,data
2667,󠁸,Emoji_Component,tag_space_cancel_tag_88,3.1 [96] (󠀠..󠁿),1,data
2668,󠁹,Emoji_Component,tag_space_cancel_tag_89,3.1 [96] (󠀠..󠁿),1,data
2669,󠁺,Emoji_Component,tag_space_cancel_tag_90,3.1 [96] (󠀠..󠁿),1,data
2670,󠁻,Emoji_Component,tag_space_cancel_tag_91,3.1 [96] (󠀠..󠁿),1,data
2671,󠁼,Emoji_Component,tag_space_cancel_tag_92,3.1 [96] (󠀠..󠁿),1,data
2672,󠁽,Emoji_Component,tag_space_cancel_tag_93,3.1 [96] (󠀠..󠁿),1,data
2673,󠁾,Emoji_Component,tag_space_cancel_tag_94,3.1 [96] (󠀠..󠁿),1,data
2674,󠁿,Emoji_Component,tag_space_cancel_tag_95,3.1 [96] (󠀠..󠁿),1,data
2675,©,Extended_Pictographic,copyright,1.1 [1] (©️),1,data
2676,®,Extended_Pictographic,registered,1.1 [1] (®️),1,data
2677,‼,Extended_Pictographic,double_exclamation_mark,1.1 [1] (‼️),1,data
2678,⁉,Extended_Pictographic,exclamation_question_mark,3.0 [1] (⁉️),1,data
2679,™,Extended_Pictographic,trade_mark,1.1 [1] (™️),1,data
2680,ℹ,Extended_Pictographic,information,3.0 [1] (ℹ️),1,data
2681,↔,Extended_Pictographic,left_right_arrow_down_left_arrow_0,1.1 [6] (↔️..↙️),1,data
2682,↕,Extended_Pictographic,left_right_arrow_down_left_arrow_1,1.1 [6] (↔️..↙️),1,data
2683,↖,Extended_Pictographic,left_right_arrow_down_left_arrow_2,1.1 [6] (↔️..↙️),1,data
2684,↗,Extended_Pictographic,left_right_arrow_down_left_arrow_3,1.1 [6] (↔️..↙️),1,data
2685,↘,Extended_Pictographic,left_right_arrow_down_left_arrow_4,1.1 [6] (↔️..↙️),1,data
2686,↙,Extended_Pictographic,left_right_arrow_down_left_arrow_5,1.1 [6] (↔️..↙️),1,data
2687,↩,Extended_Pictographic,right_arrow_curving_left_left_arrow_curving_right_0,1.1 [2] (↩️..↪️),1,data
2688,↪,Extended_Pictographic,right_arrow_curving_left_left_arrow_curving_right_1,1.1 [2] (↩️..↪️),1,data
2689,⌚,Extended_Pictographic,watch_hourglass_done_0,1.1 [2] (⌚..⌛),1,data
2690,⌛,Extended_Pictographic,watch_hourglass_done_1,1.1 [2] (⌚..⌛),1,data
2691,⌨,Extended_Pictographic,keyboard,1.1 [1] (⌨️),1,data
2692,⎈,Extended_Pictographic,helm_symbol,3.0 [1] (⎈),1,data
2693,⏏,Extended_Pictographic,eject_button,4.0 [1] (⏏️),1,data
2694,⏩,Extended_Pictographic,fast_forward_button_hourglass_not_done_0,6.0 [11] (⏩..⏳),1,data
2695,⏪,Extended_Pictographic,fast_forward_button_hourglass_not_done_1,6.0 [11] (⏩..⏳),1,data
2696,⏫,Extended_Pictographic,fast_forward_button_hourglass_not_done_2,6.0 [11] (⏩..⏳),1,data
2697,⏬,Extended_Pictographic,fast_forward_button_hourglass_not_done_3,6.0 [11] (⏩..⏳),1,data
2698,⏭,Extended_Pictographic,fast_forward_button_hourglass_not_done_4,6.0 [11] (⏩..⏳),1,data
2699,⏮,Extended_Pictographic,fast_forward_button_hourglass_not_done_5,6.0 [11] (⏩..⏳),1,data
2700,⏯,Extended_Pictographic,fast_forward_button_hourglass_not_done_6,6.0 [11] (⏩..⏳),1,data
2701,⏰,Extended_Pictographic,fast_forward_button_hourglass_not_done_7,6.0 [11] (⏩..⏳),1,data
2702,⏱,Extended_Pictographic,fast_forward_button_hourglass_not_done_8,6.0 [11] (⏩..⏳),1,data
2703,⏲,Extended_Pictographic,fast_forward_button_hourglass_not_done_9,6.0 [11] (⏩..⏳),1,data
2704,⏳,Extended_Pictographic,fast_forward_button_hourglass_not_done_10,6.0 [11] (⏩..⏳),1,data
2705,⏸,Extended_Pictographic,pause_button_record_button_0,7.0 [3] (⏸️..⏺️),1,data
2706,⏹,Extended_Pictographic,pause_button_record_button_1,7.0 [3] (⏸️..⏺️),1,data
2707,⏺,Extended_Pictographic,pause_button_record_button_2,7.0 [3] (⏸️..⏺️),1,data
2708,Ⓜ,Extended_Pictographic,circled_m,1.1 [1] (Ⓜ️),1,data
2709,▪,Extended_Pictographic,black_small_square_white_small_square_0,1.1 [2] (▪️..▫️),1,data
2710,▫,Extended_Pictographic,black_small_square_white_small_square_1,1.1 [2] (▪️..▫️),1,data
2711,▶,Extended_Pictographic,play_button,1.1 [1] (▶️),1,data
2712,◀,Extended_Pictographic,reverse_button,1.1 [1] (◀️),1,data
2713,◻,Extended_Pictographic,white_medium_square_black_medium_small_square_0,3.2 [4] (◻️..◾),1,data
2714,◼,Extended_Pictographic,white_medium_square_black_medium_small_square_1,3.2 [4] (◻️..◾),1,data
2715,◽,Extended_Pictographic,white_medium_square_black_medium_small_square_2,3.2 [4] (◻️..◾),1,data
2716,◾,Extended_Pictographic,white_medium_square_black_medium_small_square_3,3.2 [4] (◻️..◾),1,data
2717,☀,Extended_Pictographic,sun_black_star_0,1.1 [6] (☀️..★),1,data
2718,☁,Extended_Pictographic,sun_black_star_1,1.1 [6] (☀️..★),1,data
2719,☂,Extended_Pictographic,sun_black_star_2,1.1 [6] (☀️..★),1,data
2720,☃,Extended_Pictographic,sun_black_star_3,1.1 [6] (☀️..★),1,data
2721,☄,Extended_Pictographic,sun_black_star_4,1.1 [6] (☀️..★),1,data
2722,★,Extended_Pictographic,sun_black_star_5,1.1 [6] (☀️..★),1,data
2723,☇,Extended_Pictographic,lightning_ballot_box_with_x_0,1.1 [12] (☇..☒),1,data
2724,☈,Extended_Pictographic,lightning_ballot_box_with_x_1,1.1 [12] (☇..☒),1,data
2725,☉,Extended_Pictographic,lightning_ballot_box_with_x_2,1.1 [12] (☇..☒),1,data
2726,☊,Extended_Pictographic,lightning_ballot_box_with_x_3,1.1 [12] (☇..☒),1,data
2727,☋,Extended_Pictographic,lightning_ballot_box_with_x_4,1.1 [12] (☇..☒),1,data
2728,☌,Extended_Pictographic,lightning_ballot_box_with_x_5,1.1 [12] (☇..☒),1,data
2729,☍,Extended_Pictographic,lightning_ballot_box_with_x_6,1.1 [12] (☇..☒),1,data
2730,☎,Extended_Pictographic,lightning_ballot_box_with_x_7,1.1 [12] (☇..☒),1,data
2731,☏,Extended_Pictographic,lightning_ballot_box_with_x_8,1.1 [12] (☇..☒),1,data
2732,☐,Extended_Pictographic,lightning_ballot_box_with_x_9,1.1 [12] (☇..☒),1,data
2733,☑,Extended_Pictographic,lightning_ballot_box_with_x_10,1.1 [12] (☇..☒),1,data
2734,☒,Extended_Pictographic,lightning_ballot_box_with_x_11,1.1 [12] (☇..☒),1,data
2735,☔,Extended_Pictographic,umbrella_with_rain_drops_hot_beverage_0,4.0 [2] (☔..☕),1,data
2736,☕,Extended_Pictographic,umbrella_with_rain_drops_hot_beverage_1,4.0 [2] (☔..☕),1,data
2737,☖,Extended_Pictographic,white_shogi_piece_black_shogi_piece_0,3.2 [2] (☖..☗),1,data
2738,☗,Extended_Pictographic,white_shogi_piece_black_shogi_piece_1,3.2 [2] (☖..☗),1,data
2739,☘,Extended_Pictographic,shamrock,4.1 [1] (☘️),1,data
2740,☙,Extended_Pictographic,reversed_rotated_floral_heart_bullet,3.0 [1] (☙),1,data
2741,☚,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_0,1.1 [86] (☚..♯),1,data
2742,☛,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_1,1.1 [86] (☚..♯),1,data
2743,☜,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_2,1.1 [86] (☚..♯),1,data
2744,☝,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_3,1.1 [86] (☚..♯),1,data
2745,☞,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_4,1.1 [86] (☚..♯),1,data
2746,☟,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_5,1.1 [86] (☚..♯),1,data
2747,☠,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_6,1.1 [86] (☚..♯),1,data
2748,☡,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_7,1.1 [86] (☚..♯),1,data
2749,☢,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_8,1.1 [86] (☚..♯),1,data
2750,☣,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_9,1.1 [86] (☚..♯),1,data
2751,☤,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_10,1.1 [86] (☚..♯),1,data
2752,☥,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_11,1.1 [86] (☚..♯),1,data
2753,☦,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_12,1.1 [86] (☚..♯),1,data
2754,☧,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_13,1.1 [86] (☚..♯),1,data
2755,☨,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_14,1.1 [86] (☚..♯),1,data
2756,☩,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_15,1.1 [86] (☚..♯),1,data
2757,☪,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_16,1.1 [86] (☚..♯),1,data
2758,☫,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_17,1.1 [86] (☚..♯),1,data
2759,☬,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_18,1.1 [86] (☚..♯),1,data
2760,☭,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_19,1.1 [86] (☚..♯),1,data
2761,☮,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_20,1.1 [86] (☚..♯),1,data
2762,☯,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_21,1.1 [86] (☚..♯),1,data
2763,☰,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_22,1.1 [86] (☚..♯),1,data
2764,☱,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_23,1.1 [86] (☚..♯),1,data
2765,☲,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_24,1.1 [86] (☚..♯),1,data
2766,☳,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_25,1.1 [86] (☚..♯),1,data
2767,☴,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_26,1.1 [86] (☚..♯),1,data
2768,☵,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_27,1.1 [86] (☚..♯),1,data
2769,☶,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_28,1.1 [86] (☚..♯),1,data
2770,☷,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_29,1.1 [86] (☚..♯),1,data
2771,☸,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_30,1.1 [86] (☚..♯),1,data
2772,☹,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_31,1.1 [86] (☚..♯),1,data
2773,☺,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_32,1.1 [86] (☚..♯),1,data
2774,☻,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_33,1.1 [86] (☚..♯),1,data
2775,☼,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_34,1.1 [86] (☚..♯),1,data
2776,☽,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_35,1.1 [86] (☚..♯),1,data
2777,☾,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_36,1.1 [86] (☚..♯),1,data
2778,☿,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_37,1.1 [86] (☚..♯),1,data
2779,♀,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_38,1.1 [86] (☚..♯),1,data
2780,♁,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_39,1.1 [86] (☚..♯),1,data
2781,♂,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_40,1.1 [86] (☚..♯),1,data
2782,♃,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_41,1.1 [86] (☚..♯),1,data
2783,♄,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_42,1.1 [86] (☚..♯),1,data
2784,♅,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_43,1.1 [86] (☚..♯),1,data
2785,♆,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_44,1.1 [86] (☚..♯),1,data
2786,♇,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_45,1.1 [86] (☚..♯),1,data
2787,♈,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_46,1.1 [86] (☚..♯),1,data
2788,♉,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_47,1.1 [86] (☚..♯),1,data
2789,♊,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_48,1.1 [86] (☚..♯),1,data
2790,♋,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_49,1.1 [86] (☚..♯),1,data
2791,♌,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_50,1.1 [86] (☚..♯),1,data
2792,♍,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_51,1.1 [86] (☚..♯),1,data
2793,♎,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_52,1.1 [86] (☚..♯),1,data
2794,♏,Extended_Pictographic,black_left_pointing_index_music_sharp_sign_53,1.1 [86] (☚..♯),1,data
